Data As Of,Start Date,End Date,Group,Year,Month,State,Place of Death,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
06/09/2021,01/01/2020,06/05/2021,By Total,,,Maine,Nursing home/long term care facility,401,4726,270,40,,634,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,06/05/2021,By Total,,,Maine,Other,,1256,19,0,,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,06/05/2021,By Total,,,Maine,Place of death unknown,,11,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,06/05/2021,By Total,,,Maryland,Total - All Places of Death,10281,84378,8573,4129,154,14860,
06/09/2021,01/01/2020,06/05/2021,By Total,,,Maryland,"Healthcare setting, inpatient",6014,22438,5654,3077,110,8686,
06/09/2021,01/01/2020,06/05/2021,By Total,,,Maryland,"Healthcare setting, outpatient or emergency room",368,5670,249,61,,563,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,06/05/2021,By Total,,,Maryland,"Healthcare setting, dead on arrival",,99,,,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,06/05/2021,By Total,,,Maryland,Decedent's home,638,27154,524,127,,1044,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,06/05/2021,By Total,,,Maryland,Hospice facility,762,8334,1058,395,12,1436,
06/09/2021,01/01/2020,06/05/2021,By Total,,,Maryland,Nursing home/long term care facility,2087,12285,844,392,15,2551,
06/09/2021,01/01/2020,06/05/2021,By Total,,,Maryland,Other,404,8398,239,76,,568,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,06/05/2021,By Total,,,Maryland,Place of death unknown,0,0,0,0,0,0,
06/09/2021,01/01/2020,06/05/2021,By Total,,,Massachusetts,Total - All Places of Death,13526,95983,10374,5416,220,18692,
06/09/2021,01/01/2020,06/05/2021,By Total,,,Massachusetts,"Healthcare setting, inpatient",7497,31013,7460,4205,159,10905,
06/09/2021,01/01/2020,06/05/2021,By Total,,,Massachusetts,"Healthcare setting, outpatient or emergency room",343,6356,268,79,10,539,
06/09/2021,01/01/2020,06/05/2021,By Total,,,Massachusetts,"Healthcare setting, dead on arrival",15,805,,,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,06/05/2021,By Total,,,Massachusetts,Decedent's home,593,28100,631,148,20,1095,
06/09/2021,01/01/2020,06/05/2021,By Total,,,Massachusetts,Hospice facility,91,4280,228,47,12,284,
06/09/2021,01/01/2020,06/05/2021,By Total,,,Massachusetts,Nursing home/long term care facility,4584,19625,1629,878,18,5351,
06/09/2021,01/01/2020,06/05/2021,By Total,,,Massachusetts,Other,403,5804,153,57,,500,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,06/05/2021,By Total,,,Massachusetts,Place of death unknown,0,0,0,0,0,0,
06/09/2021,01/01/2020,06/05/2021,By Total,,,Michigan,Total - All Places of Death,17974,160403,16434,9148,291,25536,
06/09/2021,01/01/2020,06/05/2021,By Total,,,Michigan,"Healthcare setting, inpatient",12449,48276,12963,7884,217,17733,
06/09/2021,01/01/2020,06/05/2021,By Total,,,Michigan,"Healthcare setting, outpatient or emergency room",663,9411,632,255,14,1054,
06/09/2021,01/01/2020,06/05/2021,By Total,,,Michigan,"Healthcare setting, dead on arrival",,231,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,06/05/2021,By Total,,,Michigan,Decedent's home,1416,59676,1123,358,21,2202,
06/09/2021,01/01/2020,06/05/2021,By Total,,,Michigan,Hospice facility,551,11925,373,105,,822,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,06/05/2021,By Total,,,Michigan,Nursing home/long term care facility,2642,23516,1161,472,30,3359,
06/09/2021,01/01/2020,06/05/2021,By Total,,,Michigan,Other,159,4832,135,60,,238,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,06/05/2021,By Total,,,Michigan,Place of death unknown,88,2536,44,13,,120,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,06/05/2021,By Total,,,Minnesota,Total - All Places of Death,7645,71652,6034,2660,156,11170,
06/09/2021,01/01/2020,06/05/2021,By Total,,,Minnesota,"Healthcare setting, inpatient",3301,17717,3602,1826,98,5172,
06/09/2021,01/01/2020,06/05/2021,By Total,,,Minnesota,"Healthcare setting, outpatient or emergency room",123,2447,114,37,,201,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,06/05/2021,By Total,,,Minnesota,"Healthcare setting, dead on arrival",,69,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,06/05/2021,By Total,,,Minnesota,Decedent's home,715,23857,723,169,19,1288,
06/09/2021,01/01/2020,06/05/2021,By Total,,,Minnesota,Hospice facility,47,2204,111,17,,145,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,06/05/2021,By Total,,,Minnesota,Nursing home/long term care facility,3325,21709,1387,582,32,4160,
06/09/2021,01/01/2020,06/05/2021,By Total,,,Minnesota,Other,127,3597,95,28,,196,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,06/05/2021,By Total,,,Minnesota,Place of death unknown,,52,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,06/05/2021,By Total,,,Mississippi,Total - All Places of Death,7550,55067,7271,4032,83,10862,
06/09/2021,01/01/2020,06/05/2021,By Total,,,Mississippi,"Healthcare setting, inpatient",5412,18625,5879,3457,61,7886,
06/09/2021,01/01/2020,06/05/2021,By Total,,,Mississippi,"Healthcare setting, outpatient or emergency room",389,4774,298,128,,567,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,06/05/2021,By Total,,,Mississippi,"Healthcare setting, dead on arrival",,111,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,06/05/2021,By Total,,,Mississippi,Decedent's home,550,18755,382,117,10,825,
06/09/2021,01/01/2020,06/05/2021,By Total,,,Mississippi,Hospice facility,89,2205,195,61,,224,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,06/05/2021,By Total,,,Mississippi,Nursing home/long term care facility,1057,7177,485,261,,1282,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,06/05/2021,By Total,,,Mississippi,Other,47,3414,30,,0,70,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,06/05/2021,By Total,,,Mississippi,Place of death unknown,,,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,06/05/2021,By Total,,,Missouri,Total - All Places of Death,10998,104896,9445,4821,217,15830,
06/09/2021,01/01/2020,06/05/2021,By Total,,,Missouri,"Healthcare setting, inpatient",6792,31705,6990,3856,147,10067,
06/09/2021,01/01/2020,06/05/2021,By Total,,,Missouri,"Healthcare setting, outpatient or emergency room",268,5757,225,74,11,430,
06/09/2021,01/01/2020,06/05/2021,By Total,,,Missouri,"Healthcare setting, dead on arrival",0,72,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,06/05/2021,By Total,,,Missouri,Decedent's home,672,35391,707,212,19,1186,
06/09/2021,01/01/2020,06/05/2021,By Total,,,Missouri,Hospice facility,123,3957,193,57,12,271,
06/09/2021,01/01/2020,06/05/2021,By Total,,,Missouri,Nursing home/long term care facility,3047,22931,1255,592,22,3729,
06/09/2021,01/01/2020,06/05/2021,By Total,,,Missouri,Other,96,5083,75,30,,146,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,06/05/2021,By Total,,,Missouri,Place of death unknown,0,0,0,0,0,0,
06/09/2021,01/01/2020,06/05/2021,By Total,,,Montana,Total - All Places of Death,1628,16397,1399,770,38,2295,
06/09/2021,01/01/2020,06/05/2021,By Total,,,Montana,"Healthcare setting, inpatient",970,4842,1007,603,21,1395,
06/09/2021,01/01/2020,06/05/2021,By Total,,,Montana,"Healthcare setting, outpatient or emergency room",37,581,33,13,0,57,
06/09/2021,01/01/2020,06/05/2021,By Total,,,Montana,"Healthcare setting, dead on arrival",,17,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,06/05/2021,By Total,,,Montana,Decedent's home,140,5798,112,31,,224,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,06/05/2021,By Total,,,Montana,Hospice facility,26,626,45,21,,51,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,06/05/2021,By Total,,,Montana,Nursing home/long term care facility,447,3630,190,99,13,551,
06/09/2021,01/01/2020,06/05/2021,By Total,,,Montana,Other,,903,12,,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,06/05/2021,By Total,,,Montana,Place of death unknown,0,0,0,0,0,0,
06/09/2021,01/01/2020,06/05/2021,By Total,,,Nebraska,Total - All Places of Death,2912,27045,2625,1214,55,4377,
06/09/2021,01/01/2020,06/05/2021,By Total,,,Nebraska,"Healthcare setting, inpatient",1747,7942,1804,964,36,2622,
06/09/2021,01/01/2020,06/05/2021,By Total,,,Nebraska,"Healthcare setting, outpatient or emergency room",71,1450,51,14,,110,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,06/05/2021,By Total,,,Nebraska,"Healthcare setting, dead on arrival",0,15,0,0,0,0,
06/09/2021,01/01/2020,06/05/2021,By Total,,,Nebraska,Decedent's home,191,7498,219,42,,372,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,06/05/2021,By Total,,,Nebraska,Hospice facility,23,704,43,,,60,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,06/05/2021,By Total,,,Nebraska,Nursing home/long term care facility,730,6657,432,169,,1001,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,06/05/2021,By Total,,,Nebraska,Other,150,2779,76,18,,212,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,06/05/2021,By Total,,,Nebraska,Place of death unknown,0,0,0,0,0,0,
06/09/2021,01/01/2020,06/05/2021,By Total,,,Nevada,Total - All Places of Death,5722,44676,6655,4448,63,7990,
06/09/2021,01/01/2020,06/05/2021,By Total,,,Nevada,"Healthcare setting, inpatient",4200,15062,5312,3574,39,5976,
06/09/2021,01/01/2020,06/05/2021,By Total,,,Nevada,"Healthcare setting, outpatient or emergency room",199,3868,241,127,,318,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,06/05/2021,By Total,,,Nevada,"Healthcare setting, dead on arrival",0,16,0,0,0,0,
06/09/2021,01/01/2020,06/05/2021,By Total,,,Nevada,Decedent's home,461,15122,293,159,13,608,
06/09/2021,01/01/2020,06/05/2021,By Total,,,Nevada,Hospice facility,578,5006,530,408,,704,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,06/05/2021,By Total,,,Nevada,Nursing home/long term care facility,218,3446,197,131,0,284,
06/09/2021,01/01/2020,06/05/2021,By Total,,,Nevada,Other,66,2154,82,49,,100,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,06/05/2021,By Total,,,Nevada,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,06/05/2021,By Total,,,New Hampshire,Total - All Places of Death,1335,19101,1207,392,37,2184,
06/09/2021,01/01/2020,06/05/2021,By Total,,,New Hampshire,"Healthcare setting, inpatient",525,4793,786,312,31,1028,
06/09/2021,01/01/2020,06/05/2021,By Total,,,New Hampshire,"Healthcare setting, outpatient or emergency room",23,790,23,,,44,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,06/05/2021,By Total,,,New Hampshire,"Healthcare setting, dead on arrival",,26,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,06/05/2021,By Total,,,New Hampshire,Decedent's home,87,6986,119,13,,196,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,06/05/2021,By Total,,,New Hampshire,Hospice facility,13,758,27,,0,37,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,06/05/2021,By Total,,,New Hampshire,Nursing home/long term care facility,654,4614,231,57,,829,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,06/05/2021,By Total,,,New Hampshire,Other,31,1127,20,,0,48,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,06/05/2021,By Total,,,New Hampshire,Place of death unknown,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,06/05/2021,By Total,,,New Jersey,Total - All Places of Death,24474,132490,18109,12221,156,30502,
06/09/2021,01/01/2020,06/05/2021,By Total,,,New Jersey,"Healthcare setting, inpatient",16568,48632,13744,9763,110,20648,
06/09/2021,01/01/2020,06/05/2021,By Total,,,New Jersey,"Healthcare setting, outpatient or emergency room",685,7203,421,201,,911,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
06/09/2021,01/01/2020,06/05/2021,By Total,,,New Jersey,"Healthcare setting, dead on arrival",34,451,15,,0,43,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
